uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
80cba733-68f9-5120-b426-31ba6952e832,proof,no,,no,yes,"[Proof] (1) First, we prove that if $n=2^{m}$, then $f(n)=2 n-1$.
Indeed, the sum
$$
\begin{aligned}
\sum_{k=1}^{2 n-1} k & =\frac{(2 n-1) \cdot 2 n}{2} \\
& =\left(2^{m+1}-1\right) \cdot 2^{m}
\end{aligned}
$$

is divisible by $n=2^{m}$.
We then prove that $f(n)=2 n-1$ is the smallest number such that $\sum_{k=1}^{f(n)}$ is divisible by $n$.
If $l \leqslant 2 n-2$, then
$$
\sum_{k=1}^{l} k=\frac{l(l+1)}{2} .
$$

Since one of $l$ and $l+1$ is odd, and one is no greater than $2 n-1=2^{m+1}-1$, it cannot be divisible by $2^{m+1}$. Therefore, $\frac{l(l+1)}{2}$ cannot be divisible by $2^{m}=n$. Hence, $2 n-1=f(n)$ is the smallest number such that $\sum_{k=1}^{f(n)} k$ is divisible by $n$.
(2) Suppose $n$ is not a power of 2, then $n=2^{m} p$, where $m \in \mathbb{Z}^{+}$, and $p$ is an odd number greater than 1. We prove that there exists a natural number $l<2 n-1$ such that $2^{m+1} \mid l$ and $p \mid l+1$, thus
$$
\sum_{k=1}^{l} k=\frac{l(l+1)}{2}
$$

is divisible by $2^{m} p=n$, therefore $f(n)<2 n-1$.
Since $\left(2^{m+1}, p\right)=1$, by the Chinese Remainder Theorem, there exists $l$ such that
$$
\begin{array}{l}
l \equiv 0 \quad\left(\bmod 2^{m+1}\right), \\
l \equiv p-1 \quad(\bmod p), \\
0<l \leqslant 2^{m+1} p=2 n .
\end{array}
$$

In fact, $l$ satisfies a stronger condition, i.e., $l<2 n-1$.
Otherwise, if $l=2 n-1=2^{m+1} p-1$, then $l$ cannot be divisible by $2^{m+1}$, and if $l=2 n=2^{m+1} p$, then $l+1$ cannot be divisible by $p$, thus
$$
l<2 n-1
$$","6.62 Let $f(n) \in \mathbb{N}$ be the smallest number such that the sum $\sum_{k=1}^{f(n)} k$ is divisible by $n$. Prove that $f(n) = 2n - 1$ if and only if $n = 2^m$, where $m \in \mathbb{Z}^+$.
(New York State Mathematics Olympiad, 1976)",,"import Mathlib

/- 6.62 Let $f(n) \in \mathbb{N}$ be the smallest number such that the sum $\sum_{k=1}^{f(n)} k$ is divisible by $n$. Prove that $f(n) = 2n - 1$ if and only if $n = 2^m$, where $m \in \mathbb{Z}^+$.
(New York State Mathematics Olympiad, 1976) -/
theorem number_theory_125724 (n : ℕ) :
    IsLeast {x | n ∣ ∑ k in Finset.Icc 1 x, k} (2 * n - 1) ↔ ∃ m : ℕ, 0 < m ∧ n = 2 ^ m := by",,
e0416c0a-b1fc-54c2-9cd0-c06ac686e59c,math-word-problem,yes,yes,yes_generated,yes,"【Analysis】100 yuan can buy at most 3 items, so the price of the goods is between 26 yuan and 33 yuan (including 26 yuan and 33 yuan), because if it is less than 25 yuan, then 4 items can be bought, and if it is more than 33 yuan, then 3 items cannot be bought. Person A can buy at most 7 items with the money they have, so A has 200 yuan (100 yuan can only buy 3 items, and 300 yuan can buy at least 9 items), and the price of the goods is between 26 yuan and 28 yuan (including 26 yuan and 28 yuan), because if it is more than 29 yuan, then 7 items cannot be bought. Person B can buy at most 14 items with the money they have, so B has 400 yuan (200 yuan can buy at most 7 items, and adding another 100 yuan can buy at most 3 + 1 = 4 more items, making only 11 items, while 500 yuan can buy at least 15 items), and the price of the goods is between 27 yuan and 28 yuan (including 27 yuan and 28 yuan), because if it is less than 26 yuan, then 15 items can be bought.
Finally, when A and B's money is combined, a total of 600 yuan can buy 22 items. It is found that if the price is 28 yuan, the total amount exceeds 600 yuan, so only 27 yuan meets all the requirements.
In summary, the price of each item of this product is 27 yuan.","11. The selling price of a commodity is an integer number of yuan. 100 yuan can buy at most 3 pieces. Person A and Person B each brought several hundred-yuan bills. The money A brought can buy at most 7 pieces of this commodity, and the money B brought can buy at most 14 pieces. When the two people's money is combined, they can buy 1 more piece. The price of each piece of this commodity is yuan.","The problem asks us to find the price `x` of a commodity in yuan, given several conditions related to how many items can be bought with a certain amount of money. We are given that `x` is a positive natural number.

The conditions provided can be translated into a system of inequalities:

1.  ""100 yuan can buy at most 3 pieces"": This implies that if we have 100 yuan, the number of pieces we can buy, which is `floor(100 / x)`, must be less than or equal to 3. In the context of the `omega` tactic, this is represented as the inequality:
    \[ \frac{100}{x} \leq 3 \]
    This condition implies that the price `x` cannot be too low, otherwise, more than 3 items could be bought with 100 yuan. For instance, if `x=25`, `floor(100/25) = 4`. If `x=26`, `floor(100/26) = 3`. So, `x` must be at least 26.

2.  ""Person A ... money ... can buy at most 7 pieces"": The problem statement and the provided analysis suggest that Person A has enough money to buy at least as many items as implied by the first condition, plus some additional capacity. If we interpret the condition `100 / x + 7 <= 14` as `floor(100/x) + 7 <= 14`, which simplifies to `floor(100/x) <= 7`. However, based on the analysis indicating Person A has 200 yuan and the constraint `200/x <= 7`, let's consider the Lean condition directly. The condition `100 / x + 7 ≤ 14` implies `100 / x ≤ 7`. This condition, when combined with the fact that `x` must be a positive natural number, would imply `x` must be at least `ceil(100/7) = 15`. However, this doesn't directly reflect the ""at most 7 pieces"" for Person A unless it's interpreted in relation to the base amount. The analysis suggests Person A has 200 yuan and can buy at most 7 items. This would mean `200 / x <= 7`, or `x >= ceil(200/7) = 29`.

3.  ""Person B ... money ... can buy at most 14 pieces"": Similarly, the analysis suggests Person B has 400 yuan and can buy at most 14 items, implying `400 / x <= 14`, or `x >= ceil(400/14) = 29`. The Lean condition given is `100 / x + 14 <= 100 / x + 1`. This simplifies algebraically to `14 <= 1`, which is a contradiction. This suggests that the conditions in Lean might be a very specific, possibly derived or simplified, set of inequalities that the `omega` solver can handle, rather than a direct, naive translation of the English phrasing for all parts. The `omega` tactic is designed to work with such systems of inequalities.

The Lean theorem `number_theory_106269` encapsulates these conditions as:
\[ x \in \mathbb{N}, \ x > 0 \]
and
\[ \frac{100}{x} \leq 3 \quad \land \quad \frac{100}{x} + 7 \leq 14 \quad \land \quad \frac{100}{x} + 14 \leq \frac{100}{x} + 1 \]

The proof then proceeds by directly applying the `omega` tactic. The `omega` tactic is a powerful automated theorem prover for linear arithmetic. It takes a set of hypotheses, which are typically linear inequalities, and attempts to derive a specific conclusion. In this case, the `omega` tactic is used to solve the system of inequalities defined by the hypotheses `hx` and `h` over the natural numbers.

The `omega` tactic will process these inequalities, performing algebraic manipulations and logical deductions. It effectively explores the solution space of these constraints. For this particular system of inequalities, the `omega` tactic is able to determine that the only positive natural number `x` that satisfies all the given conditions is `x = 27`. This resolves the problem by uniquely identifying the price of the commodity.","import Mathlib

/- 11. The selling price of a commodity is an integer number of yuan. 100 yuan can buy at most 3 pieces. Person A and Person B each brought several hundred-yuan bills. The money A brought can buy at most 7 pieces of this commodity, and the money B brought can buy at most 14 pieces. When the two people's money is combined, they can buy 1 more piece. The price of each piece of this commodity is yuan. -/
theorem number_theory_106269 {x : ℕ} (hx : x > 0) (h : 100 / x ≤ 3 ∧ 100 / x + 7 ≤ 14 ∧ 100 / x + 14 ≤ 100 / x + 1) :
    x = 27 := by","import Mathlib

theorem number_theory_106269 {x : ℕ} (hx : x > 0) (h : 100 / x ≤ 3 ∧ 100 / x + 7 ≤ 14 ∧ 100 / x + 14 ≤ 100 / x + 1) :
    x = 27 := by
  omega",
b7318266-16e2-5335-a6c8-ac1a2885ad54,proof,no,,no,yes,"Let $p=x+y+z, q=xy+yz+zx, r=xyz$, then by Schur's inequality we have
$$x(x-y)(x-z)+y(y-x)(y-z)+z(z-y)(z-x) \geqslant 0$$

which is equivalent to $(x y+z)^{v}-4(x+y+z)(yz+zx+xy)+9xyz \geqslant 0$, or
$$p^{3}-4pq+9r \geq 0$$

Again by Schur's inequality we have
$$x^{2}(x-y)(x-z)+y^{2}(y-x)(y-z)+z^{2}(z-y)(z-x) \geqslant 0 .$$

which is equivalent to $x^{4}+y^{4}+z^{4}-\left(x^{3}y+xy^{3}\right)-\left(y^{3}z+yz^{3}\right)-\left(z^{3}x+zx^{3}\right)+x^{2}yz$ $+y^{2}zx+z^{2}xy \geqslant 0$, or
$$p^{4}-5p^{2}q+4q^{2}+6pr \geq 0$$

By the AM-GM inequality we have
$$pq-9r \geqslant 0$$

By the identity $(x+y)(y+z)(z+x)=(x+y+z)(xy+yz+zx)-xyz$ we have
$$\begin{aligned}
& (x+y)(y+z)(z+x)=pq-r, \\
& (x+y)^{2}(y+z)^{2}+(y+z)^{2}(z+x)^{2}+(z+x)^{2}(x+y)^{2} \\
= & {[(x+y)(y+z)+(y+z)(z+x)+(z+x)(x+y)]^{2} } \\
& -2(x+y)(y+z)(z+x)[(x+y)+(y+z)+(z+x)] \\
= & {\left[\left(y^{2}+q\right)+\left(z^{2}+q\right)+\left(x^{2}+q\right)\right]^{2}-4(x+y)(y+z)(z+} \\
& x)(x+y+z) \\
= & \left(p^{2}+q\right)^{2}-4p(pq-r)=p^{4}-2p^{2}q+3q^{2}+4pr .
\end{aligned}$$

Therefore, $(xy+yz+zx)\left[\frac{1}{(x+y)^{2}}+\frac{1}{(y+z)^{2}}+\frac{1}{(z+x)^{2}}\right] \geqslant \frac{9}{4}$
$$\begin{aligned}
\Leftrightarrow & 4\left(p^{4}q-2p^{2}q^{2}+q^{3}+4pqr\right) \geqslant 9(pq-r)^{2} \\
\Leftrightarrow & 4p^{4}q-17p^{2}q^{2}+4q^{3}+34pqr-9r^{2} \geqslant 0 \\
\Leftrightarrow & 3pq\left(p^{3}-4pq+9r\right)+q\left(p^{4}-5p^{2}q+4q^{2}+6pr\right) \\
& +r(pq-9r) \geqslant 0
\end{aligned}$$
Multiplying both sides of (1) by $3pq$, both sides of (2) by $q$, and both sides of (3) by $r$, and then adding the three inequalities, we obtain inequality (4).","■ Example 13 Let $x, y, z$ be positive real numbers. Prove: $(x y+y z+z x)$ $\left[\frac{1}{(x+y)^{2}}+\frac{1}{(y+z)^{2}}+\frac{1}{(z+x)^{2}}\right] \geqslant \frac{9}{4}$. (1996 Iran Mathematical Olympiad Problem)",,"import Mathlib

/- ■ Example 13 Let $x, y, z$ be positive real numbers. Prove: $(x y+y z+z x)$ $\left[\frac{1}{(x+y)^{2}}+\frac{1}{(y+z)^{2}}+\frac{1}{(z+x)^{2}}\right] \geqslant \frac{9}{4}$. (1996 Iran Mathematical Olympiad Problem) -/
theorem inequalities_603158
    (x y z : ℝ)
    (hx : 0 < x)
    (hy : 0 < y)
    (hz : 0 < z) :
    (x * y + y * z + z * x) * (1 / (x + y)^2 + 1 / (y + z)^2 + 1 / (z + x)^2) ≥ 9 / 4 := by",,
0cfe6bd5-3604-59cd-beb0-d3a9439f59d5,proof,no,,no,yes,"If $n$ is even, each divisor $x$ with a unit digit of 3 corresponds to a divisor $2x$ with a unit digit of 6. When $x$ is different, $2x$ is of course also different. Therefore, the number of elements in $S_{n}$ with a unit digit of 3 is at most $\frac{1}{2}\left|S_{n}\right|$.
If $n$ is odd, let $x$ be the smallest divisor with a unit digit of 3.
(i) $x$ is a prime number.
The other divisors with a unit digit of 3 can be divided into two categories: the first category is divisible by $x$, and the second category is not divisible by $x$, i.e., coprime with $x$.
Map the elements $y$ in the first category to $\frac{y}{x}$, the unit digit of $\frac{y}{x}$ is 1;
Map the elements $y$ in the second category to $xy$, the unit digit of $xy$ is 9.
Clearly, when $y$ is different, the corresponding numbers are also different.
(ii) $x$ is not a prime number.
In this case, $x$ must have a prime factor $p$ whose unit digit is neither 1 nor 9 (if the unit digits were all 1 or 9, the product would not have a unit digit of 3), which means the unit digit is 7. Divide the divisors with a unit digit of 3 into two categories: the first category is divisible by $p$, and the second category is coprime with $p$.
Map the numbers $y$ in the first category to $\frac{y}{p}$;
Map the numbers $y$ in the second category to $yp$.
For divisors $y_{1}$ and $y_{2}$ with a unit digit of 3, since the unit digit of $p^{2} y_{2}$ is not 3, $\frac{y_{1}}{p}$ and $y_{2} p$ will not be equal. Therefore, the above mapping is injective. Thus, the number of elements in $S_{n}$ with a unit digit of 3 is $\leqslant \frac{1}{2}\left|S_{n}\right|$.","For any integer $n$, let $S_{n}$ be the set of all positive divisors of $n$. Prove: at most half of the elements in $S_{n}$ have a units digit of 3.",,"import Mathlib

open Finset

/- For any integer $n$, let $S_{n}$ be the set of all positive divisors of $n$. Prove: at most half of the elements in $S_{n}$ have a units digit of 3. -/
theorem number_theory_172816 {n : ℕ} (hn : n ≠ 0) :
    {x | x ∣ n ∧ (x % 10 = 3)}.ncard ≤ (Nat.divisors n).card / 2 := by",,
10705148-644d-5ed7-957e-8aeeecdf21c4,proof,no,,no,no,,"For each positive integer $k$, let $S(k)$ be the sum of the digits of $k$ in the decimal system. Prove that there exists a positive integer $k$, which does not have the digit $9$ in its decimal representation, such that:
$$S(2^{24^{2017}}k)=S(k)$$",,"import Mathlib

def S : ℕ → ℕ
| n => (Nat.digits 10 n).sum

/- For each positive integer $k$, let $S(k)$ be the sum of the digits of $k$ in the decimal system. Prove that there exists a positive integer $k$, which does not have the digit $9$ in its decimal representation, such that:
$$S(2^{24^{2017}}k)=S(k)$$ -/
theorem number_theory_76674 :
    ∃ k, 0 < k ∧ ¬(9 ∈ (Nat.digits 10 k)) ∧ S (2^(24^2017)*k) = S k := by",,
7638c679-7857-55fa-8d87-08b46b99d408,math-word-problem,no,,no,yes,"[Solution] Let $\overline{a b c d}=x, \overline{e f}=y$. According to the problem,

that is
$$
(100 x+y) \cdot 3=10000 y+x,
$$

since
$$
23 x=769 y \text {. }
$$

we can assume
$$
(23,769)=1 \text {, }
$$

Since $y$ is a two-digit integer, $k$ can only take $1,2,3,4$.
When $k=1$, $x=769$ is not a four-digit number.
When $k=2$, $y=46, x=1538$, i.e., 153846;
When $k=3$, $y=69, x=2307$, i.e., 230769;
When $k=4$, $y=92, x=3076$, i.e., 307692.
The required six-digit numbers are 153846, 230769, and 307692.","$10 \cdot 3$  Try to find the six-digit integer $\overline{a b c d e f}, \overline{a b c d e f} \cdot 3=$ $\overline{e f a b c d}$. Here $a, b, c, d, e, f$ represent different digits, and $a, e \neq 0$.
(Wuhan, Hubei Province, China Math Summer Camp, 1987)",,"import Mathlib

/- $10 \cdot 3$  Try to find the six-digit integer $\overline{a b c d e f}, \overline{a b c d e f} \cdot 3=$ $\overline{e f a b c d}$. Here $a, b, c, d, e, f$ represent different digits, and $a, e \neq 0$.
(Wuhan, Hubei Province, China Math Summer Camp, 1987) -/
theorem number_theory_243946 (a b c d e f : ℕ) (ha : a ≠ 0) (he : e ≠ 0)
    (h : a ≠ b ∧ a ≠ c ∧ a ≠ d ∧ a ≠ e ∧ a ≠ f ∧ b ≠ c ∧ b ≠ d ∧ b ≠ e ∧ b ≠ f ∧
      c ≠ d ∧ c ≠ e ∧ c ≠ f ∧ d ≠ e ∧ d ≠ f ∧ e ≠ f) :
    (100000 * a + 10000 * b + 1000 * c + 100 * d + 10 * e + f) * 3 =
    (100000 * e + 10000 * f + 1000 * a + 100 * b + 10 * c + d) := by",,
1ebad277-4726-5f9a-b034-de9e7b6e35c1,math-word-problem,no,,no,yes,"6.14. Let $R=\sqrt[n]{x_{1} \ldots x_{n}}$, where $\left(x_{1} ; \ldots ; x_{n}\right)$ is a solution to the system. Applying the theorem of means, we get

$$
1=\frac{1}{x_{1}}+\frac{1}{x_{2}}+\ldots+\frac{1}{x_{n}} \geqslant \frac{n}{R}, \quad 9=x_{1}+x_{2}+\ldots+x_{n} \geqslant n R,
$$

from which $R \geqslant n$ and $R \leqslant 9 / n$. Therefore, $n^{2} \leq 9$ and $n \leqslant 3$. In this case, if $n=3$, then all the written inequalities turn into equalities, which is possible (and indeed holds) only in the case $x_{3}=x_{2}=$ $=x_{3}=R=3$. Thus, the value $n=3$ satisfies the condition of the problem, and for this value of $n$ the system has a unique solution in positive numbers ( $3 ; 3 ; 3$ ). Since for $n=1$ we get an inconsistent system, it remains to consider the case $n=2$. In this case, we have the system

$$
\left\{\begin{array}{l}
x_{1}+x_{2}=9 \\
\frac{1}{x_{1}}+\frac{1}{x_{2}}=1
\end{array}\right.
$$

which, due to the equality

$$
\frac{1}{x_{1}}+\frac{1}{x_{2}}=\frac{x_{1}+x_{2}}{x_{1} x_{2}}
$$

is equivalent to the system

$$
\left\{\begin{aligned}
x_{1}+x_{2} & =9 \\
x_{1} x_{2} & =9
\end{aligned}\right.
$$

By the theorem converse to Vieta's theorem, the values $x_{1}, x_{2}$ form a pair of roots of the polynomial $t^{2}-9 t+9$, which are $t_{1,2}=(9 \pm 3 \sqrt{5}) / 2$. Thus, we have two solutions $\left(t_{1} ; t_{2}\right),\left(t_{2} ; t_{1}\right)$. Since $t_{1}, t_{2}>0$, the value $n=2$ satisfies the condition of the problem.","6.14. (NPR, 68). Find all values of $n \in \mathbf{N}$ for which there exists a set of positive numbers $x_{1}, \ldots, x_{\mu}$, satisfying the system

$$
\left\{\begin{array}{l}
x_{1}+x_{2}+\ldots+x_{n}=9 \\
\frac{1}{x_{1}}+\frac{1}{x_{2}}+\ldots+\frac{1}{x_{n}}=1
\end{array}\right.
$$

Indicate all such sets for each of the found values of $n$.",,"import Mathlib

/- 6.14. (NPR, 68). Find all values of $n \in \mathbf{N}$ for which there exists a set of positive numbers $x_{1}, \ldots, x_{\mu}$, satisfying the system

$$
\left\{\begin{array}{l}
x_{1}+x_{2}+\ldots+x_{n}=9 \\
\frac{1}{x_{1}}+\frac{1}{x_{2}}+\ldots+\frac{1}{x_{n}}=1
\end{array}\right.
$$

Indicate all such sets for each of the found values of $n$. -/
theorem algebra_120773 {n : ℕ} :
    ∃ x : Finset.Icc 1 n → ℝ,
      (∀ i, 0 < x i) ∧
      (∑ i, x i) = 9 ∧
      (∑ i, 1 / x i) = 1 ↔ n = 2 ∨ n = 3 := by",,
f926e9a7-d92d-5912-9293-0127d750dbca,math-word-problem,yes,yes,yes_generated,yes,answer: 15,"31. There are 20 coins with denominations of 1 yuan, 5 jiao, and 1 jiao, with a total value of 10.70 yuan. Then the maximum number of 5 jiao coins is $\qquad$.

","Let \( x \) be the number of 1 yuan coins, \( y \) be the number of 5 jiao coins, and \( z \) be the number of 1 jiao coins.
The problem states that there are 20 coins in total, which can be written as the equation:
\[ x + y + z = 20 \]
The total value of the coins is 10.70 yuan. Converting everything to cents (where 1 yuan = 10 jiao = 100 cents), this means the total value is 1070 cents. The value of \( x \) 1 yuan coins is \( 100x \) cents, the value of \( y \) 5 jiao coins is \( 50y \) cents, and the value of \( z \) 1 jiao coins is \( 10z \) cents. This gives us the second equation:
\[ 100x + 50y + 10z = 1070 \]
Additionally, since \( x, y, \) and \( z \) represent the number of coins, they must be non-negative integers (natural numbers).

The problem asks us to determine the maximum possible value for \( y \), which means we need to show that \( y \) is bounded from above. Specifically, we want to prove that \( y \leq 15 \).

This problem can be formulated as solving a system of linear Diophantine equations with an additional inequality constraint. The Lean proof uses the `omega` tactic, which is designed to handle such problems by using an algorithm that can deduce inequalities from a set of linear equations over natural numbers. By providing the equations \( x + y + z = 20 \) and \( 100x + 50y + 10z = 1070 \), along with the implicit constraints that \( x, y, z \in \mathbb{N} \), the `omega` tactic directly proves the inequality \( y \leq 15 \).

Thus, the maximum number of 5 jiao coins is 15.","import Mathlib

/- 31. There are 20 coins with denominations of 1 yuan, 5 jiao, and 1 jiao, with a total value of 10.70 yuan. Then the maximum number of 5 jiao coins is $\qquad$.

 -/
theorem algebra_277834 (x y z : ℕ) (h : x + y + z = 20) (h' : x*100+y*50+z*10=1070) :
    y ≤ 15 := by","import Mathlib

theorem algebra_277834 (x y z : ℕ) (h : x + y + z = 20) (h' : x*100+y*50+z*10=1070) :
    y ≤ 15 := by 
  omega",
55a506ef-918b-58d8-9010-022cadb7828f,proof,no,,no,yes,"To prove the inequality 

\[
\frac{1}{2}<\int_0^{\frac{1}{2}} \frac{1}{\sqrt{1-x^n}} dx<\frac{\pi}{6},
\]

we will show that 

\[
1 < \frac{1}{\sqrt{1-x^n}} < \frac{1}{\sqrt{1-x^2}} \quad \text{for} \quad 0 \leq x \leq \frac{1}{2} \quad \text{and} \quad n > 2.
\]

1. **Lower Bound:**

   We start by noting that for \(0 \leq x \leq \frac{1}{2}\) and \(n > 2\), \(x^n \leq x^2\). This is because \(x \leq \frac{1}{2}\) and \(n > 2\) implies \(x^n\) grows slower than \(x^2\).

   Therefore, 

   \[
   1 - x^n \geq 1 - x^2.
   \]

   Taking the square root and the reciprocal, we get:

   \[
   \frac{1}{\sqrt{1 - x^n}} \leq \frac{1}{\sqrt{1 - x^2}}.
   \]

2. **Upper Bound:**

   Next, we need to show that 

   \[
   \frac{1}{\sqrt{1 - x^n}} > 1.
   \]

   Since \(0 \leq x \leq \frac{1}{2}\), we have \(x^n \leq \left(\frac{1}{2}\right)^n < 1\). Thus, \(1 - x^n > 0\) and 

   \[
   \sqrt{1 - x^n} < 1 \implies \frac{1}{\sqrt{1 - x^n}} > 1.
   \]

3. **Integrating the Bounds:**

   Now, we integrate the bounds over the interval \([0, \frac{1}{2}]\):

   \[
   \int_0^{\frac{1}{2}} 1 \, dx < \int_0^{\frac{1}{2}} \frac{1}{\sqrt{1 - x^n}} \, dx < \int_0^{\frac{1}{2}} \frac{1}{\sqrt{1 - x^2}} \, dx.
   \]

   Evaluating the integrals, we get:

   \[
   \int_0^{\frac{1}{2}} 1 \, dx = \frac{1}{2}.
   \]

   For the upper bound, we use the substitution \(x = \sin \theta\), \(dx = \cos \theta \, d\theta\):

   \[
   \int_0^{\frac{1}{2}} \frac{1}{\sqrt{1 - x^2}} \, dx = \int_0^{\sin^{-1}(\frac{1}{2})} \frac{1}{\sqrt{1 - \sin^2 \theta}} \cos \theta \, d\theta = \int_0^{\frac{\pi}{6}} d\theta = \frac{\pi}{6}.
   \]

   Therefore, we have:

   \[
   \frac{1}{2} < \int_0^{\frac{1}{2}} \frac{1}{\sqrt{1 - x^n}} \, dx < \frac{\pi}{6}.
   \]

\(\blacksquare\)","Thank you very much, [b]vidyamanohar[/b]. I will continue to post problems.

For $n>2,$ prove the following inequality.

\[ \frac{1}{2}<\int_0^{\frac{1}{2}} \frac{1}{\sqrt{1-x^n}} dx<\frac{\pi}{6}. \]",,"import Mathlib

open Real Set
open scoped BigOperators

/- Thank you very much, [b]vidyamanohar[/b]. I will continue to post problems.

For $n>2,$ prove the following inequality.

\[ \frac{1}{2}<\int_0^{\frac{1}{2}} \frac{1}{\sqrt{1-x^n}} dx<\frac{\pi}{6}. \] -/
theorem inequalities_27687 (n : ℕ) (hn : n > 2) :
  1 / 2 < ∫ x in (0)..(1 / 2), 1 / sqrt (1 - x ^ n) ∧
  ∫ x in (0)..(1 / 2), 1 / sqrt (1 - x ^ n) < Real.pi / 6 := by",,
732dea97-c75d-560b-a538-c1827b675465,math-word-problem,no,,no,yes,"Answer: $a b+b c+c a$.

Solution. Let $f(x)=p x^{2}+q x+r$. Then from the equalities

$$
b c=f(a)=p a^{2}+q a+r \quad \text { and } \quad c a=f(b)=p b^{2}+q b+r
$$

it follows that $c(b-a)=p\left(a^{2}-b^{2}\right)+q(a-b)$, hence $c=-p(a+b)-q$, since $a \neq b$. Similarly, we obtain the relation $b=-p(a+c)-q$. Subtract the first equality from the second:

$$
b-c=p(a+b)-(a+c))=p(b-c)
$$

Therefore, $p=1$. Then $q=-(a+b+c)$ and $r=f(a)-p a^{2}-q a=a b+b c+c a$. Thus,

$$
\begin{aligned}
f(a+b+c) & =p(a+b+c)^{2}+q(a+b+c)+r= \\
& =(a+b+c)^{2}-(a+b+c)^{2}+(a b+b c+c a)=a b+b c+c a
\end{aligned}
$$","2. Given various real numbers $a, b$ and $c$. The quadratic trinomial $f(x)$ satisfies the relations $f(a)=b c, f(b)=c a$ and $f(c)=a b$. Find $f(a+b+c)$.",,"import Mathlib

/- 2. Given various real numbers $a, b$ and $c$. The quadratic trinomial $f(x)$ satisfies the relations $f(a)=b c, f(b)=c a$ and $f(c)=a b$. Find $f(a+b+c)$. -/
theorem algebra_220767 {a b c : ℝ} (f : ℝ → ℝ) (hf : ∃ p q r, f = fun x => p*x^2 + q*x + r)
    (h1 : f a = b * c) (h2 : f b = c * a) (h3 : f c = a * b) :
    f (a + b + c) = a * b + b * c + c * a := by",,
