uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
76f7f68b-4a0c-569f-8479-2b508ac83cb7,proof,no,,no,yes,"1.19. Let $f(x)=x^{2}-2 a x-2 b$. By the condition $\alpha^{2}=-a \alpha-b$ and $\beta^{2}=a \beta+\beta$, therefore $f(\alpha)=\alpha^{2}+2 \alpha^{2}=3 \alpha^{2}$ and $f(\beta)=\beta^{2}-2 \beta^{2}=-\beta^{2}$. Hence, $f(\alpha) f(\beta) \leqslant 0$. Therefore, on the interval $[\alpha, \beta]$ there lies at least one root of the quadratic equation $x^{2}-2 a x-2 b=0$.","1.19. Let $\alpha$ be a root of the equation $x^{2} + a x + b = 0$, and $\beta$ be a root of the equation $x^{2} - a x - b = 0$. Prove that between the numbers $\alpha$ and $\beta$ there is a root of the equation $x^{2} - 2 a x - 2 b = 0$.",,"import Mathlib

/- 1.19. Let $\alpha$ be a root of the equation $x^{2} + a x + b = 0$, and $\beta$ be a root of the equation $x^{2} - a x - b = 0$. Prove that between the numbers $\alpha$ and $\beta$ there is a root of the equation $x^{2} - 2 a x - 2 b = 0$. -/
theorem algebra_222801 (a b : ℝ) (α β : ℝ)
    (h₁ : α^2 + a * α + b = 0) (h₂ : β^2 - a * β - b = 0)
    (h₃ : α < β) :
    ∃ x, x ∈ Set.Ioo α β ∧ x^2 - 2 * a * x - 2 * b = 0 := by",,
168a54c7-3a98-538d-b61f-03bd5fad4bf4,proof,no,,no,yes,"5. Since $3a \in \mathbf{S}$, we can assume $3a = x_0^2 + 2y_0^2, (x_0, y_0 \in \mathbf{Z})$. Now we prove that $3 \mid x_0 + 2y_0$ and $3 \mid y_0 - x_0$ (1) or $3 \mid x_0 - 2y_0$ and $3 \mid y_0 + x_0$ (2) must hold. Since $a \in \mathbf{Z}$, we have $3 \mid x_0^2 + 2y_0^2$, so $(a) x_0 \equiv 0 (\bmod 3)$, then $y_0 \equiv 0 (\bmod 3)$, in this case (1) holds; $(b) x_0 \equiv 1 (\bmod 3)$ then $y_0 \equiv 1, 2 (\bmod 3)$, when $y_0 \equiv 1 (\bmod 3)$ (1) holds, when $y_0 \equiv 2 (\bmod 3)$, (2) holds; $(c) x_0 \equiv 2 (\bmod 3)$, then $y_0 \equiv 1, 2 (\bmod 3)$, when $y_0 \equiv 1 (\bmod 3)$ (2) holds, when $y_0 \equiv 2 (\bmod 3)$, (1) holds;

When (1) holds, $\left(\frac{x_0 + 2y_0}{3}\right)^2 + 2\left(\frac{y_0 - x_0}{3}\right)^2 = \frac{x_0^2 + 2y_0^2}{3} = a$, and $\frac{x_0 + 2y_0}{3} \in \mathbf{Z}, \frac{y_0 - x_0}{3} \in \mathbf{Z}$, so $a \in S$. Similarly, we can prove the other case. In conclusion, the original proposition holds.","5. Let $S=\left\{x^{2}+2 y^{2} \mid x, y \in \mathbf{Z}\right\}, a \in \mathbf{Z}, 3 a \in S$, prove: $a \in S$.",,"import Mathlib

/- 5. Let $S=\left\{x^{2}+2 y^{2} \mid x, y \in \mathbf{Z}\right\}, a \in \mathbf{Z}, 3 a \in S$, prove: $a \in S$. -/
theorem number_theory_117296 (S : Set ℤ) (hS : S = {x | ∃ m n, x = m^2 + 2 * n^2}) (a : ℤ)
    (ha : 3 * a ∈ S) : a ∈ S := by",,
f7f3fd3f-2baa-50f1-8bd4-6e802d3c1504,math-word-problem,no,,no,yes,"Solution. Divide the interval $\left[0, a^{2}\right]$ into elementary intervals of length $d x:[x, x+d x]$. Highlight the elementary strips cut from the figure by lines passing through the ends of each interval $[x, x+d x]$ and parallel to the $O Y$ axis (Fig. 2.12). The elementary strip can be approximately considered as a rectangle with area $d S=2|y| d x=2 \sqrt{4 a^{2} x} d x=4 a \sqrt{x} d x$. The density of the elementary strip can be approximately considered constant and equal to the value it takes at the left end of the interval $[x, x+d x], \rho=\rho_{0}+k x$. Then the mass $d m$ of the elementary strip is:

$$
d m=\left(\rho_{0}+k x\right) d S=\left(\rho_{0}+k x\right) 4 a \sqrt{x} d x
$$

and the differential of the moment of inertia relative to the $O Y$ axis is

$$
d I=x^{2} d m=x^{2}\left(\rho_{0}+k x\right) 4 a \sqrt{x} d x
$$

## Hence

$$
\begin{aligned}
& I_{y}=\int_{0}^{a} 4 a\left(\rho_{0} x^{5 / 2}+k x^{7 / 2}\right) d x=\left.\left(8 a \rho_{0} \frac{x^{7 / 2}}{7}+8 a k \frac{x^{9 / 2}}{9}\right)\right|_{0} ^{a}= \\
& =8 a^{9 / 2}\left(\frac{\rho_{0}}{7}+\frac{k a}{9}\right)
\end{aligned}
$$",Example 2.72. Calculate the moment of inertia of a plane figure bounded by the lines $y^{2}=4 a^{2} x$ and the line $x=a^{2}$ with respect to the $O Y$ axis. The surface density of the material of the figure is $\rho=\rho_{0}+k x$.,,"import Mathlib

open Real Set
open scoped BigOperators

/- Example 2.72. Calculate the moment of inertia of a plane figure bounded by the lines $y^{2}=4 a^{2} x$ and the line $x=a^{2}$ with respect to the $O Y$ axis. The surface density of the material of the figure is $\rho=\rho_{0}+k x$. -/
theorem calculus_144848 (a : ℝ) (ha : 0 < a) (ρ0 k : ℝ)
  (hρ : ∀ x, x ≤ a^2 → ρ = ρ0 + k * x) :
  ∫ x in (0)..a^2, ρ * x^2 = 8^(9/2) * (ρ0/7 + k/9) :=
",,
8f5d4da9-c876-59cb-b74e-cc82ba94c35a,proof,no,,no,yes,"1. Let the two positive integer roots of the quadratic equation \( x^2 + ax + b + 1 = 0 \) be \( p \) and \( q \). By Vieta's formulas, we know:
   \[
   p + q = -a \quad \text{and} \quad pq = b + 1
   \]

2. From Vieta's formulas, we can express \( a \) and \( b \) in terms of \( p \) and \( q \):
   \[
   a = -(p + q)
   \]
   \[
   b = pq - 1
   \]

3. We need to show that \( a^2 + b^2 \) is not a prime number. First, substitute the expressions for \( a \) and \( b \) into \( a^2 + b^2 \):
   \[
   a^2 + b^2 = (-(p + q))^2 + (pq - 1)^2
   \]
   Simplify the expressions:
   \[
   a^2 = (p + q)^2
   \]
   \[
   b^2 = (pq - 1)^2
   \]

4. Therefore, we have:
   \[
   a^2 + b^2 = (p + q)^2 + (pq - 1)^2
   \]

5. Expand the squares:
   \[
   (p + q)^2 = p^2 + 2pq + q^2
   \]
   \[
   (pq - 1)^2 = p^2q^2 - 2pq + 1
   \]

6. Combine the expanded forms:
   \[
   a^2 + b^2 = p^2 + 2pq + q^2 + p^2q^2 - 2pq + 1
   \]
   Simplify by combining like terms:
   \[
   a^2 + b^2 = p^2 + q^2 + p^2q^2 + 1
   \]

7. Notice that the expression \( p^2 + q^2 + p^2q^2 + 1 \) can be factored:
   \[
   p^2 + q^2 + p^2q^2 + 1 = (p^2 + 1)(q^2 + 1)
   \]

8. Since \( p \) and \( q \) are positive integers, both \( p^2 + 1 \) and \( q^2 + 1 \) are greater than 1. Therefore, \( (p^2 + 1)(q^2 + 1) \) is a product of two integers greater than 1, which means it cannot be a prime number.

\(\blacksquare\)","Quadratic equation $ x^2\plus{}ax\plus{}b\plus{}1\equal{}0$ have 2 positive integer roots, for integers $ a,b$. Show that $ a^2\plus{}b^2$ is not a prime.",,"import Mathlib

/- Quadratic equation $ x^2\plus{}ax\plus{}b\plus{}1\equal{}0$ have 2 positive integer roots, for integers $ a,b$. Show that $ a^2\plus{}b^2$ is not a prime. -/
theorem number_theory_50084 {a b : ℤ} (h : ∃ x y, x > 0 ∧ y > 0 ∧ x ≠ y ∧ x^2 + a * x + b + 1 = 0 ∧ y^2 + a * y + b + 1 = 0) :
    ¬Prime (a^2 + b^2) := by",,
24e12dc9-e11e-5081-a131-945c5074d5ab,proof,no,,no,yes,"[Proof] From the given, we have
$$
\left(r-a_{1}\right)\left(r-a_{2}\right) \cdots\left(r-a_{2 n}\right)=(-1)^{n}(n!)^{2} .
$$
$r-a_{1}, \quad r-a_{2}, \cdots, \quad r-a_{2 n}$ are $2n$ distinct integers. Taking the absolute value on both sides, we get
$$
\left|r-a_{1}\right|\left|r-a_{2}\right| \cdots\left|r-a_{2 n}\right|=(n!)^{2} .
$$

We can see that: $\left|r-a_{1}\right|,\left|r-a_{2}\right|, \cdots,\left|r-a_{2 n}\right|$ are $2n$ positive integers, and at most two of them are equal.
If not, suppose
$$
\left|r-a_{i}\right|=\left|r-a_{j}\right|=\left|r-a_{k}\right|, \quad i \neq j \neq k .
$$

Then, $r$ must be less than two of $a_{i}, a_{j}$, and $a_{k}$, or $r$ must be greater than two of $a_{i}, a_{j}, a_{k}$. Without loss of generality, assume $r>a_{i}, \quad r>a_{j}$. In this case, we have
$$
r-a_{i}=\left|r-a_{i}\right|=\left|r-a_{j}\right|=r-a_{j},
$$

which implies $a_{i}=a_{j}$, contradicting the given condition.
Therefore, to satisfy
$$
\left|r-a_{1}\right|\left|r-a_{2}\right| \cdots\left|r-a_{2 n}\right|=1 \cdot 1 \cdot 2 \cdot 2 \cdots n \cdot n,
$$

it is necessary and sufficient that in $\left|r-a_{1}\right|,\left|r-a_{2}\right|, \cdots,\left|r-a_{2 n}\right|$, there are exactly two 1s, two 2s, ..., two $n$s.
If $\left|r-a_{i}\right|=\left|r-a_{j}\right|$, it can only be that
$$
r-a_{i}=-\left(r-a_{j}\right),
$$

otherwise, there will be
$$
a_{i}=a_{j} \text {. }
$$

Therefore, we have
$$
\begin{array}{c}
\left(r-a_{1}\right)+\left(r-a_{2}\right)+\cdots+\left(r-a_{2 n}\right)=0 \\
r=\frac{a_{1}+a_{2}+\cdots+a_{2 n}}{2 n}
\end{array}
$$","12.46 $a_{1}, a_{2}, \cdots, a_{2 n}$ are $2 n$ distinct integers. If the equation
$\left(x-a_{1}\right)\left(x-a_{2}\right) \cdots\left(x-a_{2 n}\right)+(-1)^{n-1}(n!)^{2}=0$ has an integer solution $r$, prove that
$$
r=\frac{a_{1}+a_{2}+\cdots+a_{2 n}}{2 n} .
$$
(2nd Northeast China Mathematical Invitational Competition, 1987)",,"import Mathlib

/- 12.46 $a_{1}, a_{2}, \cdots, a_{2 n}$ are $2 n$ distinct integers. If the equation
$\left(x-a_{1}\right)\left(x-a_{2}\right) \cdots\left(x-a_{2 n}\right)+(-1)^{n-1}(n!)^{2}=0$ has an integer solution $r$, prove that
$$
r=\frac{a_{1}+a_{2}+\cdots+a_{2 n}}{2 n} .
$$
(2nd Northeast China Mathematical Invitational Competition, 1987) -/
theorem algebra_153238 {n : ℕ} (hn : 0 < n) (a : Finset ℤ)
    (ha : a.card = 2 * n) (r : ℤ) (hr : ∏ i ∈ a, (r - i) + (-1) ^ (n - 1) * (Nat.factorial n) ^ 2 = 0) :
    r = (∑ i ∈ a, i) / (2 * n) := by",,
881154f1-067d-5e8a-81ee-aefc6b582a98,proof,no,,no,yes,"Analysis: Let $F_{0}=F_{2}-F_{1}=1$.
Then, $1=\frac{F_{k}}{F_{k+1}}+\frac{F_{k-1}}{F_{k+1}}, k=1,2, \cdots, n$.
Thus, $1=\frac{1}{n} \sum_{k=1}^{n} \frac{F_{k}}{F_{k+1}}+\frac{1}{n} \sum_{k=1}^{n} \frac{F_{k-1}}{F_{k+1}}$
$$
\begin{array}{l}
\geqslant \sqrt[n]{\frac{F_{1}}{F_{2}} \cdot \frac{F_{2}}{F_{3}} \cdots \cdots \cdot \frac{F_{n}}{F_{n+1}}} \\
+\sqrt[n]{\frac{F_{0}}{F_{2}} \cdot \frac{F_{1}}{F_{3}} \cdots \cdots \cdot \frac{F_{n-1}}{F_{n+1}}} \\
=\frac{1}{\sqrt[n]{F_{n+1}}}+\frac{1}{\sqrt[n]{F_{n} F_{n+1}}} \text {. } \\
\end{array}
$$

Therefore, $\sqrt[n]{F_{n+1}} \geqslant 1+\frac{1}{\sqrt[n]{F_{n}}}$.","Example 2 The sequence $\left\{F_{n}\right\}$ is defined as follows: $F_{1}=1, F_{2}=$ 2, for any $n \in \mathbf{N}$, there is $F_{n+2}=F_{n+1}+F_{n}$. Prove: for any $n \in \mathbf{N}$, we have
$$
\sqrt[n]{F_{n+1}} \geqslant 1+\frac{1}{\sqrt[n]{F_{n}}} .
$$",,"import Mathlib

open Real

/- Example 2 The sequence $\left\{F_{n}\right\}$ is defined as follows: $F_{1}=1, F_{2}=$ 2, for any $n \in \mathbf{N}$, there is $F_{n+2}=F_{n+1}+F_{n}$. Prove: for any $n \in \mathbf{N}$, we have
$$
\sqrt[n]{F_{n+1}} \geqslant 1+\frac{1}{\sqrt[n]{F_{n}}} .
$$ -/
theorem inequalities_303259 (F : ℕ → ℝ)
    (hF : ∀ n, F (n + 2) = F (n + 1) + F n)
    (hF1 : F 1 = 1) (hF2 : F 2 = 2) :
    ∀ n, 0 < n → (F (n + 1)) ^ ((1 : ℝ) / n) ≥ 1 + 1 / (F n) ^ ((1 : ℝ) / n) := by",,
3ce7db48-f4dc-5b9e-95b2-aa6ff6eebb42,math-word-problem,no,,no,no,,Determine all positive integers $n$ such that $2^n(2^n-1)(2^n+1)$ is divisible by $2^n+n$.,,"import Mathlib

/- Determine all positive integers $n$ such that $2^n(2^n-1)(2^n+1)$ is divisible by $2^n+n$. -/
theorem number_theory_6068 (n : ℕ) :
    0 < n ∧ (2^n * (2^n - 1) * (2^n + 1)) % (2^n + n) = 0 ↔
    n = 1 ∨ n = 2 ∨ n = 4 ∨ n = 6 := by",,
5701080f-9107-58ac-9280-50045e1186a4,proof,no,,no,yes,"$$\begin{aligned}
& 9(10 x+7 y+7 z)^{2}\left(x^{2}+y^{2}+z^{2}+y z\right)-16\left(5 x^{2}+5 y^{2}+5 z^{2}\right. \\
& +7 y z+7 z x+7 x y)^{2} \\
= & (2 x-y-z)^{2}\left(125 x^{2}+160 x(y+z)+5 y^{2}+157 y z+5 z^{2}\right) \\
& +36(y-z)^{2}\left(7 x^{2}+y^{2}+3 y z+z^{2}\right) \geqslant 0 \\
\Rightarrow & \sum_{\mathrm{cyc}} \frac{x}{\sqrt{1+y z}}=\sum_{\mathrm{cyc}} \frac{x}{\sqrt{x^{2}+y^{2}+z^{2}+y z}} \\
\leqslant & \frac{3}{4} \sum_{\mathrm{cyc}} \frac{x(10 x+7 y+7 z)}{5 x^{2}+5 y^{2}+5 z^{2}+7 y z+7 z x+7 x y}=\frac{3}{2} .
\end{aligned}$$","Example 21 Let non-negative real numbers $x, y, z$ satisfy $x^{2}+y^{2}+z^{2}=1$. Prove:
$$\frac{x}{\sqrt{1+y z}}+\frac{y}{\sqrt{1+z x}}+\frac{z}{\sqrt{1+x y}} \leqslant \frac{3}{2} .$$",,"import Mathlib

open Real

/- Example 21 Let non-negative real numbers $x, y, z$ satisfy $x^{2}+y^{2}+z^{2}=1$. Prove:
$$\frac{x}{\sqrt{1+y z}}+\frac{y}{\sqrt{1+z x}}+\frac{z}{\sqrt{1+x y}} \leqslant \frac{3}{2} .$$ -/
theorem inequalities_603742 (x y z : ℝ) (hx : 0 ≤ x) (hy : 0 ≤ y) (hz : 0 ≤ z)
    (h : x^2 + y^2 + z^2 = 1) :
    x / sqrt (1 + y * z) + y / sqrt (1 + z * x) + z / sqrt (1 + x * y) ≤ 3 / 2 := by",,
d4bd0a10-d03e-56d8-8810-cff70554d605,MCQ,no,,no,yes,"Note that for all integers $n\neq 0$, 
\[\frac{(n-1)+n+(n+1)}{n}=3.\]
Thus, we must have $N=1991\rightarrow \boxed{\text{D}}$.","If $\frac{2+3+4}{3}=\frac{1990+1991+1992}{N}$, then $N=$
$\text{(A)}\ 3 \qquad \text{(B)}\ 6 \qquad \text{(C)}\ 1990 \qquad \text{(D)}\ 1991 \qquad \text{(E)}\ 1992$",,"import Mathlib

/- If $\frac{2+3+4}{3}=\frac{1990+1991+1992}{N}$, then $N=$
$\text{(A)}\ 3 \qquad \text{(B)}\ 6 \qquad \text{(C)}\ 1990 \qquad \text{(D)}\ 1991 \qquad \text{(E)}\ 1992$ -/
theorem algebra_97508 {N : ℕ} (h : N ≠ 0) (h1 : (2 + 3 + 4) / 3 = (1990 + 1991 + 1992) / N) :
    N = 1991 := by",,
b5de0976-4f28-5719-860d-4ac2654fe367,proof,no,,no,yes,"Solution. We will first prove that if $a \geq b \geq c$ then
$$\left(a+b^{2}\right)\left(b+c^{2}\right)\left(c+a^{2}\right) \geq\left(a^{2}+b\right)\left(b^{2}+c\right)\left(c^{2}+a\right)$$

Indeed, just notice that
$$\begin{aligned}
\sum_{c y c} a^{3} b-\sum_{c y c} a b^{3} & =(a+b+c)(a-b)(b-c)(a-c) \\
\sum_{c y c} a^{2} b^{3}-\sum_{c y c} a^{3} b^{2} & =(a b+b c+c a)(a-b)(b-c)(c-a)
\end{aligned}$$

Therefore
$$\prod_{c y c}\left(a+b^{2}\right)-\prod_{c y c}\left(a^{2}+b\right)=(a-b)(b-c)(a-c)\left(\sum_{c y c} a-\sum_{c y c} a b\right) \geq 0$$
because
$$\sum_{c y c} a-\sum_{c y c} a b=\frac{1}{3}\left((a+b+c)^{2}-3(a b+b c+c a)\right)=\frac{1}{3} \sum_{c y c}(a-b)^{2} \geq 0 .$$

According to this result, we see that it's enough to consider the case $a \geq b \geq c$. Let
$$f(a, b, c)=\left(a+b^{2}\right)\left(b+c^{2}\right)\left(c+a^{2}\right)-a b c=\sum_{c y c} a^{3} b+\sum_{c y c} a^{2} b^{3}+a^{2} b^{2} c^{2}$$

We will prove that $f(a, b, c) \leq f(a+c, b, 0)$. Indeed
$$\begin{array}{c}
f(a, b, c)-f(a+c, b, 0)=\sum_{c y c} a^{3} b+\sum_{c y c} a^{2} b^{3}+a^{2} b^{2} c^{2}-(a+c)^{3} b-(a+c)^{2} b^{3} \\
=b^{3} c+c^{3} a+b^{2} c^{3}+c^{2} a^{3}+a^{2} b^{2} c^{2}-3 a^{2} b c-3 a c^{2} b-2 a c b^{3}-c^{2} b^{3}
\end{array}$$

Since $a \geq b \geq c$, we get that $b^{3} c \leq a c b^{3}, c^{3} a \leq a c^{2} b, b^{2} c^{3} \leq c^{2} b^{3}$. Finally
$$c^{2} a^{3}+a^{2} b^{2} c^{2} \leq 3 a^{2} b c$$
is true because
$$3 a^{2} b c-c^{2} a^{3}-a^{2} b^{2} c^{2} \geq b c a^{2}(3-a-b c)=b c a^{2}(b+c-b c) \geq 0$$

This inequalities imply $f(a, b, c) \leq f(a+c, b, 0)=(a+c)^{2} b\left(a+c+b^{2}\right)$. It remains to prove that if $x, y \geq 0$ and $x+y=3(x=a+c, y=b)$ then $x^{2} y\left(x+y^{2}\right) \leq 13$.

Indeed, the left-hand expression, changed to a function of $x$, becomes
$$f(x)=\left(9+x^{2}-5 x\right)\left(3 x^{2}-x^{3}\right)$$

Applying AM-GM inequality, we deduce that
$$f(x) \leq \frac{1}{4}\left(-x^{3}+4 x^{2}-5 x+9\right)^{2}$$
and according to AM-GM inequality again, we get
$$-x^{3}+4 x^{2}-5 x+9=(x-1)^{2}(2-x)+7 \leq 7+\frac{4}{27}$$

Thus, we conclude that
$$f(x) \leq \frac{1}{4}\left(7+\frac{4}{27}\right)^{2}<13$$","Problem 68. Let \(a, b, c\) be non-negative real numbers with sum 3. Prove that
\[
\left(a+b^{2}\right)\left(b+c^{2}\right)\left(c+a^{2}\right) \leq 13+abc
\]",,"import Mathlib

/- Problem 68. Let \(a, b, c\) be non-negative real numbers with sum 3. Prove that
\[
\left(a+b^{2}\right)\left(b+c^{2}\right)\left(c+a^{2}\right) \leq 13+abc
\] -/
theorem inequalities_603764 (a b c : ℝ) (ha : 0 ≤ a) (hb : 0 ≤ b) (hc : 0 ≤ c)
    (hsum : a + b + c = 3) :
    (a + b^2) * (b + c^2) * (c + a^2) ≤ 13 + a * b * c := by",,
