uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
f1a562e4-8e1a-570b-9d12-2f371c54967f,math-word-problem,no,,no,yes,"$z^{2}=\bar{z} \Rightarrow|z|^{2}=|\bar{z}|=|z| \Rightarrow|z|=1$, so $z^{2}=\bar{z} \Rightarrow z^{3}=z \bar{z}=|z|^{2}=1$.","2. Given that $z$ is an imaginary number, and $z^{2}=\bar{z}$, then $z^{3}=$",,"import Mathlib

/- 2. Given that $z$ is an imaginary number, and $z^{2}=\bar{z}$, then $z^{3}=$ -/
theorem algebra_182647 {z : ℂ} (hz : ∃ r : ℝ, z = r + I * √(1 - r ^ 2)) (h : z ^ 2 = z.re - I * z.im) :
    z ^ 3 = 1 := by",,
b83bec5c-e974-5c95-bcda-cda05837bbad,math-word-problem,no,,no,no,,Given $7^4=2401$. Find the last two digits of $7^{41^{17}+1}$.,,"import Mathlib

/- Given $7^4=2401$. Find the last two digits of $7^{41^{17}+1}$. -/
theorem number_theory_5450 : (7^(41^(17) + 1)) % 100 = 49 := by",,
27bc0462-ec89-51a1-b6ae-45ec7079620b,proof,no,,no,no,,"Let $a_1,a_2,\dots,a_{22}$ be positive integers with sum $59$.
Prove the inequality
\[\frac{a_1}{a_1+1}+\frac{a_2}{a_2+1}+\dots+\frac{a_{22}}{a_{22}+1}<16.\]",,"import Mathlib

/- Let $a_1,a_2,\dots,a_{22}$ be positive integers with sum $59$.
Prove the inequality
\[\frac{a_1}{a_1+1}+\frac{a_2}{a_2+1}+\dots+\frac{a_{22}}{a_{22}+1}<16.\] -/
theorem inequalities_30588 (a : Fin 22 → ℕ) (ha : ∑ i, a i = 59) (ha' : ∀ i, a i > 0) :
    ∑ i, (a i / (a i + 1 : ℝ)) < 16 := by",,
5a5d778b-9812-51db-ab9d-a5c98ce6c75a,math-word-problem,no,,no,yes,: π/4. This involves a trick. f(π/2 - x) = 1/(1 + cot √2 x) = tan √2 x/(1 + tan √2 x) = 1 - f(x). Hence ∫ 0 π/2 f(x) dx = ∫ 0 π/4 f(x) dx + ∫ π/4 π/2 f(x) dx = ∫ 0 π/4 f(x) dx + ∫ 0 π/4 f(π/2 - x) dx = ∫ 0 π/4 f(x) dx + ∫ 0 π/4 (1 - f(x) ) dx = ∫ 0 π/4 dx = π/4. Note that the √2 is irrelevant - the argument works for any exponent. 41st Putnam 1980 © John Scholes jscholes@kalva.demon.co.uk 10 Dec 1999 Last corrected/updated 21 Nov 02,"41st Putnam 1980 Problem A3 Find ∫ 0 π/2 f(x) dx, where f(x) = 1/(1 + tan √2 x). Solution",,"import Mathlib

open Real Set
open scoped BigOperators

/- 41st Putnam 1980 Problem A3 Find ∫ 0 π/2 f(x) dx, where f(x) = 1/(1 + tan √2 x). Solution -/
theorem calculus_145491 (f : ℝ → ℝ) (hf : f = λ x => 1/(1 + tan (sqrt 2 * x))) :
    ∫ x in (0)..(π/2), f x = π/4 := by",,
ae1f2fb9-5781-564a-8a65-4ff81db41475,math-word-problem,no,,no,yes,"To find the number of positive integers \( n \) such that the highest power of \( 7 \) dividing \( n! \) is \( 8 \), we need to use the formula for the highest power of a prime \( p \) dividing \( n! \):

\[
\left\lfloor \frac{n}{p} \right\rfloor + \left\lfloor \frac{n}{p^2} \right\rfloor + \left\lfloor \frac{n}{p^3} \right\rfloor + \cdots
\]

In this case, \( p = 7 \) and we want the sum to be \( 8 \). Therefore, we need:

\[
\left\lfloor \frac{n}{7} \right\rfloor + \left\lfloor \frac{n}{49} \right\rfloor = 8
\]

1. **Finding the smallest \( n \):**

   We start by finding the smallest \( n \) such that the sum of the floor functions equals \( 8 \).

   \[
   \left\lfloor \frac{n}{7} \right\rfloor + \left\lfloor \frac{n}{49} \right\rfloor = 8
   \]

   Let \( n = 49k + r \) where \( 0 \leq r < 49 \). Then,

   \[
   \left\lfloor \frac{49k + r}{7} \right\rfloor = 7k + \left\lfloor \frac{r}{7} \right\rfloor
   \]

   and

   \[
   \left\lfloor \frac{49k + r}{49} \right\rfloor = k
   \]

   Therefore,

   \[
   7k + \left\lfloor \frac{r}{7} \right\rfloor + k = 8 \implies 8k + \left\lfloor \frac{r}{7} \right\rfloor = 8
   \]

   This implies \( k = 1 \) and \( \left\lfloor \frac{r}{7} \right\rfloor = 0 \), so \( 0 \leq r < 7 \). The smallest \( n \) is:

   \[
   n = 49 \cdot 1 + 0 = 49
   \]

2. **Finding the largest \( n \):**

   Next, we find the largest \( n \) such that the sum of the floor functions equals \( 8 \).

   \[
   8k + \left\lfloor \frac{r}{7} \right\rfloor = 8
   \]

   This implies \( k = 1 \) and \( \left\lfloor \frac{r}{7} \right\rfloor = 0 \), so \( 0 \leq r < 7 \). The largest \( n \) is:

   \[
   n = 49 \cdot 1 + 6 = 55
   \]

3. **Counting the integers:**

   The integers \( n \) that satisfy the condition are from \( 49 \) to \( 55 \), inclusive. Therefore, the number of such integers is:

   \[
   55 - 49 + 1 = 7
   \]

The final answer is \(\boxed{7}\).",Find the number of positive integers $n$ such that the highest power of $7$ dividing $n!$ is $8$.,,"import Mathlib

/- Find the number of positive integers $n$ such that the highest power of $7$ dividing $n!$ is $8$. -/
theorem number_theory_57139 :
    Set.ncard {n : ℕ | 0 < n ∧ Nat.factorization (Nat.factorial n) 7 = 8} = 7 := by",,
24642f99-e6b7-5c4d-9b3c-28ce3129706a,math-word-problem,yes,yes,yes_generated,yes,"Let the number of divisors of 1984 be $\mathrm{n}$, and the sum of all divisors be $S$. Since $1984=2^{8} \cdot 31$, the following product
$$
\left(1+2+2^{2}+\cdots+2^{8}\right)(1+31)
$$

the terms of the expanded form of this product are all divisors of 1984, and 1984 has no other divisors. Therefore, the number of divisors is equal to the number of terms in the expanded form of this product. The sum of all divisors is equal to this product, that is
$$
\begin{array}{l}
\mathrm{n}=(6+1)(1+1)=14, \\
\mathrm{~S}=\frac{2^{7}-1}{2-1} \cdot \frac{31^{2}-1}{31-1}=4064 .
\end{array}
$$

In fact, these 14 divisors are $1, 31, 2, 2^{2}, 2^{3}$,
$$
\begin{array}{l}
4, 2^{5}, 2^{8}, 2 \cdot 31, 2^{2} \cdot 31, 2^{3} \cdot 31, 2^{4} \cdot 31, 2^{5} \cdot 31 \\
2^{0} \cdot 31
\end{array}
$$","5 . Find the number of divisors of 1984, as well as the sum of all its divisors.","We aim to prove two properties regarding the natural number 1984: its number of divisors and the sum of all its divisors. The proof proceeds by verifying each property through direct computation.

**1. The number of divisors of 1984 is 14.**

To establish this, we consider the set of all natural numbers that divide 1984. This set can be explicitly enumerated. For instance, the prime factorization of 1984 is \(2^6 \cdot 31^1\). Based on this factorization, the number of divisors is given by the product of one more than each exponent, i.e., \((6+1)(1+1) = 7 \cdot 2 = 14\). This computational result confirms that the cardinality of the set of natural divisors of 1984 is indeed 14.

**2. The sum of all divisors of 1984 is 4064.**

To establish this, we again consider the set of all natural divisors of 1984. Using the prime factorization \(1984 = 2^6 \cdot 31^1\), the sum of divisors can be calculated using the formula for sums of geometric series:
\[
\left(1 + 2 + 2^2 + 2^3 + 2^4 + 2^5 + 2^6\right) \left(1 + 31\right)
\]
The first factor is \(\frac{2^{6+1}-1}{2-1} = \frac{2^7-1}{1} = 128 - 1 = 127\).
The second factor is \(1 + 31 = 32\).
Thus, the sum of divisors is \(127 \cdot 32 = 4064\). This direct computational verification confirms that the sum of all natural divisors of 1984 is indeed 4064.

Since both statements have been confirmed by direct computation, the proof is complete.","import Mathlib

/- 5 . Find the number of divisors of 1984, as well as the sum of all its divisors. -/
theorem number_theory_304076 : (Nat.divisors 1984).card = 14 ∧ ∑ x in (Nat.divisors 1984), x = 4064 := by","import Mathlib

theorem number_theory_304076 : (Nat.divisors 1984).card = 14 ∧ ∑ x in (Nat.divisors 1984), x = 4064 := by 
  constructor
  · -- Show that the number of divisors is 14
    native_decide
  · -- Show that the sum of all divisors is 4064
    native_decide",
b86c0cf7-5642-505a-9e5e-fd96eb953a69,math-word-problem,no,,no,yes,"3. Let's write the inequality $6(x-1)-2(3x+2(x-1))>5(x+1)-3x-57$. We remove the parentheses on both sides of the inequality. We get $6x-6-10x+4>2x-52$. We calculate $-6x>-50$ or $x5(x+1)-3x-57 \ldots \ldots \ldots \ldots \ldots .1$ point

Simplifying the inequality on both sides $6x-6-10x+4>2x-52 \ldots \ldots .1^{*}+1^{*}$ point

![](https://cdn.mathpix.com/cropped/2024_06_07_97c791425a4f6cf5fca5g-07.jpg?height=51&width=1625&top_left_y=971&top_left_x=210)

![](https://cdn.mathpix.com/cropped/2024_06_07_97c791425a4f6cf5fca5g-07.jpg?height=54&width=1627&top_left_y=1024&top_left_x=206)

![](https://cdn.mathpix.com/cropped/2024_06_07_97c791425a4f6cf5fca5g-07.jpg?height=60&width=1625&top_left_y=1072&top_left_x=210)

Writing natural numbers: $1,2,3,4,5,6,7$ and $8 \ldots \ldots \ldots \ldots \ldots \ldots \ldots \ldots \ldots \ldots \ldots \ldots \ldots \ldots$ point","3. Write all natural numbers $x$ for which the value of the expression $6(x-1)-2(3x+2(x-1))$ is greater than the value of the expression $5(x+1)-3x-57$.

",,"import Mathlib

/- 3. Write all natural numbers $x$ for which the value of the expression $6(x-1)-2(3x+2(x-1))$ is greater than the value of the expression $5(x+1)-3x-57$.

 -/
theorem algebra_142832 (x : ℕ) :
    (6 * (x - 1) - 2 * (3 * x + 2 * (x - 1)) > 5 * (x + 1) - 3 * x - 57) ↔
    x = 1 ∨ x = 2 ∨ x = 3 ∨ x = 4 ∨ x = 5 ∨ x = 6 ∨ x = 7 ∨ x = 8 := by",,
ce5f1e88-97bd-50d2-ad1e-14aae1f66ebc,proof,no,,no,yes,"[Proof] When $n=2$, the proposition is obviously true.
Assume that when $n=k$, the proposition holds, i.e., the sum of all fractions that meet the requirements when $n=k$ equals $\frac{1}{2}$.

Then, when $n=k+1$, the fractions corresponding to $n=k$ should be modified by removing all fractions of the form $\frac{1}{p(k+1-p)}$, and adding all fractions of the form $\frac{1}{p(k+1)}$ and $\frac{1}{(k+1-p)(k+1)}$ (where $p$ and $k+1$ are coprime, and $0<p<k+1$). Since
$$\frac{1}{p(k+1-p)}=\frac{1}{p(k+1)}+\frac{1}{(k+1-p)(k+1)}$$

the total sum of all fractions remains unchanged. This means that when $n=k+1$, the sum of all fractions that meet the requirements is still $\frac{1}{2}$.

By the principle of mathematical induction, the original proposition holds for any natural number $n$.","1.77 Given a natural number $n$, consider all fractions of the form $\frac{1}{p q}$, where $p$ and $q$ are coprime, $0 < p < q \leq n$. Prove: The sum of all such fractions is equal to $\frac{1}{2}$.",,"import Mathlib

/- 1.77 Given a natural number $n$, consider all fractions of the form $\frac{1}{p q}$, where $p$ and $q$ are coprime, $0 < p < q \leq n$. Prove: The sum of all such fractions is equal to $\frac{1}{2}$. -/
theorem number_theory_602328 (n : ℕ) :
    ∑ᶠ x ∈ {x | ∃ p q : ℕ, p > 0 ∧ p < q ∧ q ≤ n ∧ Nat.Coprime p q ∧ x = 1 / (p * q)}, x = 1 / 2 := by",,
47730231-413d-5f8d-811b-7421a0fba225,math-word-problem,yes,yes,yes_generated,yes,"Solution. We find the extrema of the function:

\[
\begin{gathered}
f^{\prime}(x)=6 x^{2}-6=6\left(x^{2}-1\right) \\
f^{\prime}(x)=0,6\left(x^{2}-1\right)=0, x_{1}=-1, x_{2}=1 \\
f^{\prime \prime}(x)=12 x, f^{\prime \prime}(-1)0
\end{gathered}
\]

Therefore, at the point \( x_{1}=-1 \) the function has a maximum, and

\[
\max f(x)=f(-1)=2(-1)^{3}-6(-1)+5=9
\]

at the point \( x_{2}=1 \) a minimum, and

\[
\min f(x)=f(1)=2 \cdot 1^{3}-6 \cdot 1+5=1
\]

We calculate the values of the function at the endpoints of the interval:

\[
\begin{gathered}
f\left(-\frac{5}{2}\right)=2\left(-\frac{5}{2}\right)^{3}-6\left(-\frac{5}{2}\right)+5=-11 \frac{1}{4} \\
f\left(\frac{3}{2}\right)=2\left(\frac{3}{2}\right)^{3}-6\left(\frac{3}{2}\right)+5=2 \frac{3}{4}
\end{gathered}
\]

![](https://cdn.mathpix.com/cropped/2024_05_22_7ef2114a321cf223ba99g-123.jpg?height=600&width=281&top_left_y=904&top_left_x=49)

Fig. 3.10

Thus, the greatest value of the function on the given interval is \( f(-1)=9 \), and the least value is \( f\left(-\frac{5}{2}\right)=-11 \frac{1}{4} \) (Fig. 3.10).","Example 5. Find the maximum and minimum values of the function $f(x)=2 x^{3}-6 x+5$ on the interval $\left[-\frac{5}{2}, \frac{3}{2}\right]$.","We are asked to find the maximum and minimum values of the function \( f(x) = 2x^3 - 6x + 5 \) on the closed interval \( I = \left[-\frac{5}{2}, \frac{3}{2}\right] \). We will prove that \( 9 \) is the greatest value and \( -\frac{45}{4} \) is the least value of \( f \) on \( I \). This involves demonstrating two facts for each extremum: that the value itself is attained by the function on the interval, and that it serves as an upper or lower bound for all function values on the interval.

**Part 1: Proving that 9 is the greatest value (maximum).**

To show that \( 9 \) is the greatest value of \( f \) on \( I \), we must prove two conditions:
1.  **\( 9 \) is in the image of \( f \) on \( I \).**
    *   We need to find an \( x \in I \) such that \( f(x) = 9 \).
    *   Let's choose \( x = -1 \).
    *   First, we verify that \( -1 \) is within the interval \( I = \left[-\frac{5}{2}, \frac{3}{2}\right] \). Indeed, \( -\frac{5}{2} = -2.5 \), so \( -2.5 \leq -1 \) and \( -1 \leq 1.5 = \frac{3}{2} \). Thus, \( -1 \in I \).
    *   Next, we evaluate \( f(-1) \):
        \( f(-1) = 2(-1)^3 - 6(-1) + 5 = 2(-1) + 6 + 5 = -2 + 6 + 5 = 9 \).
    *   Since \( f(-1) = 9 \) and \( -1 \in I \), it follows that \( 9 \) is in the image of \( f \) on \( I \).

2.  **\( 9 \) is an upper bound for the image of \( f \) on \( I \).**
    *   We need to show that for any \( y \) in the image of \( f \) on \( I \), \( y \leq 9 \).
    *   Let \( y \) be an arbitrary value in the image of \( f \) on \( I \). By definition, this means there exists some \( x \in I \) such that \( y = f(x) \).
    *   Therefore, we must show that for any \( x \in \left[-\frac{5}{2}, \frac{3}{2}\right] \), \( f(x) \leq 9 \).
    *   Substituting the definition of \( f(x) \), our goal is to prove \( 2x^3 - 6x + 5 \leq 9 \).
    *   This inequality can be rewritten as \( 2x^3 - 6x - 4 \leq 0 \).
    *   We can factor the polynomial \( 2x^3 - 6x - 4 \) as \( 2(x+1)^2(x-2) \).
    *   We know that \( x \in \left[-\frac{5}{2}, \frac{3}{2}\right] \). This implies \( x \leq \frac{3}{2} \), so \( x-2 \leq \frac{3}{2} - 2 = -\frac{1}{2} \). Since \( -\frac{1}{2} < 0 \), we have \( x-2 < 0 \).
    *   Also, \( (x+1)^2 \) is always non-negative for any real number \( x \).
    *   Therefore, the product \( 2(x+1)^2(x-2) \) is the product of a positive constant (\( 2 \)), a non-negative term (\( (x+1)^2 \)), and a negative term (\( x-2 \)). The result is thus less than or equal to zero.
    *   Thus, \( 2x^3 - 6x - 4 \leq 0 \), which implies \( f(x) \leq 9 \).
    *   This shows that \( 9 \) is an upper bound for the image of \( f \) on \( I \).

Since both conditions are met, \( 9 \) is the greatest value of \( f \) on \( I \).

**Part 2: Proving that \( -\frac{45}{4} \) is the least value (minimum).**

To show that \( -\frac{45}{4} \) is the least value of \( f \) on \( I \), we must prove two conditions:
1.  **\( -\frac{45}{4} \) is in the image of \( f \) on \( I \).**
    *   We need to find an \( x \in I \) such that \( f(x) = -\frac{45}{4} \).
    *   Let's choose \( x = -\frac{5}{2} \).
    *   First, we verify that \( -\frac{5}{2} \) is within the interval \( I = \left[-\frac{5}{2}, \frac{3}{2}\right] \). Indeed, \( -\frac{5}{2} \leq -\frac{5}{2} \) and \( -\frac{5}{2} \leq \frac{3}{2} \). Thus, \( -\frac{5}{2} \in I \).
    *   Next, we evaluate \( f\left(-\frac{5}{2}\right) \):
        \( f\left(-\frac{5}{2}\right) = 2\left(-\frac{5}{2}\right)^3 - 6\left(-\frac{5}{2}\right) + 5 \)
        \( = 2\left(-\frac{125}{8}\right) + 15 + 5 = -\frac{125}{4} + 20 = -\frac{125}{4} + \frac{80}{4} = -\frac{45}{4} \).
    *   Since \( f\left(-\frac{5}{2}\right) = -\frac{45}{4} \) and \( -\frac{5}{2} \in I \), it follows that \( -\frac{45}{4} \) is in the image of \( f \) on \( I \).

2.  **\( -\frac{45}{4} \) is a lower bound for the image of \( f \) on \( I \).**
    *   We need to show that for any \( y \) in the image of \( f \) on \( I \), \( -\frac{45}{4} \leq y \).
    *   Let \( y \) be an arbitrary value in the image of \( f \) on \( I \). This means there exists some \( x \in I \) such that \( y = f(x) \).
    *   Therefore, we must show that for any \( x \in \left[-\frac{5}{2}, \frac{3}{2}\right] \), \( -\frac{45}{4} \leq f(x) \).
    *   Substituting the definition of \( f(x) \), our goal is to prove \( -\frac{45}{4} \leq 2x^3 - 6x + 5 \).
    *   This inequality can be rewritten as \( 0 \leq 2x^3 - 6x + 5 + \frac{45}{4} \), which simplifies to \( 0 \leq 2x^3 - 6x + \frac{20}{4} + \frac{45}{4} \), or \( 0 \leq 2x^3 - 6x + \frac{65}{4} \).
    *   We can factor the polynomial \( 2x^3 - 6x + \frac{65}{4} \) as \( 2\left(x+\frac{5}{2}\right)\left(x^2 - \frac{5}{2}x + \frac{13}{4}\right) \).
    *   We know that \( x \in \left[-\frac{5}{2}, \frac{3}{2}\right] \). This implies \( x \geq -\frac{5}{2} \), so \( x+\frac{5}{2} \geq 0 \).
    *   Consider the quadratic factor \( x^2 - \frac{5}{2}x + \frac{13}{4} \). Its discriminant is \( \Delta = \left(-\frac{5}{2}\right)^2 - 4(1)\left(\frac{13}{4}\right) = \frac{25}{4} - 13 = \frac{25}{4} - \frac{52}{4} = -\frac{27}{4} \).
    *   Since the discriminant \( \Delta \) is negative and the leading coefficient (\( 1 \)) is positive, the quadratic \( x^2 - \frac{5}{2}x + \frac{13}{4} \) is always positive for all real \( x \).
    *   Therefore, the product \( 2\left(x+\frac{5}{2}\right)\left(x^2 - \frac{5}{2}x + \frac{13}{4}\right) \) is the product of a positive constant (\( 2 \)), a non-negative term (\( x+\frac{5}{2} \)), and a positive term (\( x^2 - \frac{5}{2}x + \frac{13}{4} \)). The result is thus greater than or equal to zero.
    *   Thus, \( 0 \leq 2x^3 - 6x + \frac{65}{4} \), which implies \( -\frac{45}{4} \leq f(x) \).
    *   This shows that \( -\frac{45}{4} \) is a lower bound for the image of \( f \) on \( I \).

Since both conditions are met, \( -\frac{45}{4} \) is the least value of \( f \) on \( I \).

In conclusion, the greatest value of the function \( f(x) \) on the interval \( \left[-\frac{5}{2}, \frac{3}{2}\right] \) is \( 9 \), and the least value is \( -\frac{45}{4} \).","import Mathlib

open Real Set
open scoped BigOperators

/- Example 5. Find the maximum and minimum values of the function $f(x)=2 x^{3}-6 x+5$ on the interval $\left[-\frac{5}{2}, \frac{3}{2}\right]$. -/
theorem calculus_162740 (f : ℝ → ℝ) (hf : f = λ x => 2 * x ^ 3 - 6 * x + 5)
  (I : Set ℝ) (hI : I = Icc (-5 / 2) (3 / 2)) :
  IsGreatest (image f I) (9) ∧ IsLeast (image f I) (-11 - 1 / 4) :=
","import Mathlib

open Real Set
open scoped BigOperators

theorem calculus_162740 (f : ℝ → ℝ) (hf : f = λ x => 2 * x ^ 3 - 6 * x + 5)
  (I : Set ℝ) (hI : I = Icc (-5 / 2) (3 / 2)) :
  IsGreatest (image f I) (9) ∧ IsLeast (image f I) (-11 - 1 / 4) := by

  constructor
  · -- Show that 9 is greatest in the image of f over I
    constructor
    · -- Show that 9 is in the image
      rw [hI]
      use -1
      constructor
      · norm_num
      · norm_num [hf]
    · -- Show that 9 is an upper bound
      intro y hy
      rw [hI] at hy
      rcases hy with ⟨x, hx, hfx⟩
      rw [hf] at hfx
      simp at hfx
      have h1 : -5 / 2 ≤ x := by
        linarith [hx.1, hx.2]
      have h2 : x ≤ 3 / 2 := by
        linarith [hx.1, hx.2]
      nlinarith [sq_nonneg (x + 1), sq_nonneg (x - 1), sq_nonneg (x - 3 / 2), sq_nonneg (x + 5 / 2),
                sq_nonneg (x * x - 1), sq_nonneg (x * x + 0.25)]
    
  · -- Now prove that -11 - 1/4 is the least
    constructor
    · -- Show that -11 - 1/4 is in the image
      rw [hI]
      use -5 / 2
      constructor
      · norm_num
      · norm_num [hf]
    · -- Show that -11 - 1/4 is a lower bound
      intro y hy
      rw [hI] at hy
      rcases hy with ⟨x, hx, hfx⟩
      rw [hf] at hfx
      simp at hfx
      have h1 : -5 / 2 ≤ x := by
        linarith [hx.1, hx.2]
      have h2 : x ≤ 3 / 2 := by
        linarith [hx.1, hx.2]
      nlinarith [sq_nonneg (x + 5 / 2), sq_nonneg (x - 3 / 2), sq_nonneg (x + 1), sq_nonneg (x - 1),
                sq_nonneg (x * x + 1 / 4), sq_nonneg (x * x - 1)]",
7be1326a-3d30-5b3b-9c7f-04916e3d12c8,math-word-problem,no,,no,yes,"From condition (d), we have $(A,B,C)=(B-D,B,B+D)$ and $(b,a,c)=(a-d,a,a+d)$. Condition $\text{(c)}$ states that $p\mid B-D-a$, $p | B-a+d$, and $p\mid B+D-a-d$. We subtract the first two to get $p\mid-d-D$, and we do the same for the last two to get $p\mid 2d-D$. We subtract these two to get $p\mid 3d$. So $p\mid 3$ or $p\mid d$. The second case is clearly impossible, because that would make $c=a+d>p$, violating condition $\text{(b)}$. So we have $p\mid 3$, meaning $p=3$. Condition $\text{(b)}$ implies that $(b,a,c)=(0,1,2)$ or $(a,b,c)\in (1,0,2)\rightarrow (-2,0,2)\text{ }(D\equiv 2\text{ mod 3})$. Now we return to condition $\text{(c)}$, which now implies that $(A,B,C)\equiv(-2,0,2)\pmod{3}$. Now, we set $B=3k$ for increasing positive integer values of $k$. $B=0$ yields no solutions. $B=3$ gives $(A,B,C)=(1,3,5)$, giving us $1$ solution. If $B=6$, we get $2$ solutions, $(4,6,8)$ and $(1,6,11)$. Proceeding in the manner, we see that if $B=48$, we get 16 solutions. However, $B=51$ still gives $16$ solutions because $C_\text{max}=2B-1=101>100$. Likewise, $B=54$ gives $15$ solutions. This continues until $B=96$ gives one solution. $B=99$ gives no solution. Thus, $N=1+2+\cdots+16+16+15+\cdots+1=2\cdot\frac{16(17)}{2}=16\cdot 17=\boxed{272}$.","Let $N$ be the number of ordered triples $(A,B,C)$ of integers satisfying the conditions 
(a) $0\le A<B<C\le99$, 
(b) there exist integers $a$, $b$, and $c$, and prime $p$ where $0\le b<a<c<p$, 
(c) $p$ divides $A-a$, $B-b$, and $C-c$, and 
(d) each ordered triple $(A,B,C)$ and each ordered triple $(b,a,c)$ form arithmetic sequences. Find $N$.",,"import Mathlib

/- Let $N$ be the number of ordered triples $(A,B,C)$ of integers satisfying the conditions 
(a) $0\le A<B<C\le99$, 
(b) there exist integers $a$, $b$, and $c$, and prime $p$ where $0\le b<a<c<p$, 
(c) $p$ divides $A-a$, $B-b$, and $C-c$, and 
(d) each ordered triple $(A,B,C)$ and each ordered triple $(b,a,c)$ form arithmetic sequences. Find $N$. -/
theorem number_theory_95483 :
    {(A, B, C, a, b, c, p) : ℕ × ℕ × ℕ × ℕ × ℕ × ℕ × ℕ |
      0 ≤ A ∧ A < B ∧ B < C ∧ C ≤ 99 ∧
      ∃ a b c p, 0 ≤ b ∧ b < a ∧ a < c ∧ c < p ∧ Nat.Prime p ∧
      p ∣ A - a ∧ p ∣ B - b ∧ p ∣ C - c ∧
      ∃ d, B - A = d ∧ C - B = d ∧ a - C = d ∧ b - a = d}.ncard = 272 := by",,
